timestamp,pair,direction,entry,stop,target,score,rationale,status
2025-11-24T01:22:50.264899,BNBUSDT,SHORT,839.18,847.5717999999999,822.3964,-0.5,Confluence of 2 signals,OPEN
2025-11-24T01:28:31.873134,SOLUSDT,LONG,131.1,129.789,133.722,0.5,Confluence of 2 signals,OPEN
2025-11-24T01:28:32.590885,HEMIUSDT,LONG,0.01965,0.019453500000000002,0.020043000000000002,0.5,Confluence of 4 signals,OPEN
2025-11-24T01:28:33.307903,BTCUSDT,LONG,86835.8,85967.442,88572.516,0.5,Confluence of 2 signals,OPEN
2025-11-24T01:32:47.834350,HEMIUSDT,LONG,0.01962,0.019423799999999998,0.0200124,0.75,Confluence of 3 signals,OPEN
2025-11-24T01:32:48.696988,BTCUSDT,LONG,86620.3,85754.09700000001,88352.706,0.5,Confluence of 2 signals,OPEN
2025-11-24T01:32:49.309765,ETHUSDT,LONG,2785.4,2757.5460000000003,2841.108,0.5,Confluence of 2 signals,OPEN
2025-11-24T01:32:50.614907,XRPUSDT,SHORT,2.0376,2.057976,1.9968479999999997,-0.5,Confluence of 2 signals,OPEN
2025-11-24T01:42:05.244469,ETHUSDT,SHORT,2780.9,2808.7090000000003,2725.282,-0.5,Confluence of 2 signals,OPEN
2025-11-24T01:42:05.959004,BNBUSDT,SHORT,837.64,846.0164,820.8872,-0.5,Confluence of 2 signals,OPEN
2025-11-24T01:42:06.572257,XRPUSDT,SHORT,2.035,2.0553500000000002,1.9943000000000002,-0.75,Confluence of 3 signals,OPEN
2025-11-24T01:42:07.187371,AVAXUSDT,SHORT,13.18,13.3118,12.9164,-0.5,Confluence of 2 signals,OPEN
2025-11-24T01:46:42.405723,SOLUSDT,SHORT,130.1,131.40099999999998,127.49799999999999,-0.5,Confluence of 2 signals,OPEN
2025-11-24T01:46:43.769843,BTCUSDT,SHORT,86513.9,87379.03899999999,84783.62199999999,-0.75,Confluence of 3 signals,OPEN
2025-11-24T01:46:44.488189,ETHUSDT,SHORT,2782.12,2809.9411999999998,2726.4775999999997,-0.5,Confluence of 2 signals,OPEN
2025-11-24T01:46:45.203089,BNBUSDT,LONG,837.8,829.4219999999999,854.5559999999999,0.5,Confluence of 2 signals,OPEN
2025-11-24T01:46:46.447172,AVAXUSDT,LONG,13.193,13.061069999999999,13.45686,0.5,Confluence of 2 signals,OPEN
2025-11-24T01:46:52.632827,SOLUSDT,SHORT,130.1,131.40099999999998,127.49799999999999,-0.5,Confluence of 2 signals,OPEN
2025-11-24T01:46:54.010621,BTCUSDT,SHORT,86489.4,87354.294,84759.612,-0.75,Confluence of 3 signals,OPEN
2025-11-24T01:46:56.032728,XRPUSDT,LONG,2.0338,2.0134619999999996,2.0744759999999998,0.5,Confluence of 2 signals,OPEN
2025-11-24T01:46:56.597505,AVAXUSDT,LONG,13.192,13.06008,13.45584,0.5,Confluence of 2 signals,OPEN
2025-11-24T01:47:07.118093,SOLUSDT,SHORT,130.05,131.3505,127.44900000000001,-0.5,Confluence of 4 signals,OPEN
2025-11-24T01:47:08.655487,BTCUSDT,SHORT,86470.0,87334.7,84740.59999999999,-0.75,Confluence of 3 signals,OPEN
2025-11-24T01:47:09.208953,ETHUSDT,SHORT,2780.15,2807.9515,2724.547,-0.5,Confluence of 2 signals,OPEN
2025-11-24T01:47:10.713869,XRPUSDT,SHORT,2.0324,2.052724,1.991752,-0.5,Confluence of 4 signals,OPEN
2025-11-24T01:47:11.399778,AVAXUSDT,SHORT,13.182,13.31382,12.91836,-0.5,Confluence of 2 signals,OPEN
2025-11-24T02:10:05.748716,AVAXUSDT,SHORT,13.384,13.49296429,13.16607143,-0.2594,"votes(bull=0,bear=3); agg_score=-0.259; atr=0.072643",OPEN
2025-11-24T02:19:11.798415,ETHUSDT,SHORT,2863.62,2897.41928571,2796.02142857,-0.3933,"votes(bull=0,bear=3); agg_score=-0.393; atr=22.532857; wall_detected",OPEN
2025-11-24T02:29:15.574827,BTCUSDT,SHORT,87719.9,88528.52857143,86102.64285714,-0.3665,"votes(bull=0,bear=2); agg_score=-0.366; atr=539.085714; wall_detected",OPEN
2025-11-24T02:49:23.643633,ETHUSDT,SHORT,2831.61,2863.59642857,2767.63714286,-0.3763,"votes(bull=0,bear=3); agg_score=-0.376; atr=21.324286; wall_detected",OPEN
2025-11-24T02:49:24.385562,AVAXUSDT,SHORT,13.365,13.47257143,13.14985714,-0.2798,"votes(bull=0,bear=3); agg_score=-0.280; atr=0.071714",OPEN
2025-11-24T02:54:26.669097,ETHUSDT,SHORT,2833.56,2866.16892857,2768.34214286,-0.3035,"votes(bull=0,bear=3); agg_score=-0.303; atr=21.739286; wall_detected",OPEN
2025-11-24T02:59:30.867299,ETHUSDT,SHORT,2837.04,2869.64892857,2771.82214286,-0.2158,"votes(bull=0,bear=3); agg_score=-0.216; atr=21.739286; wall_detected",OPEN
2025-11-24T02:59:31.635030,AVAXUSDT,SHORT,13.4,13.51089286,13.17821429,-0.2466,"votes(bull=0,bear=3); agg_score=-0.247; atr=0.073929",OPEN
2025-11-24T03:04:33.560945,ETHUSDT,SHORT,2845.75,2878.02678571,2781.19642857,-0.2807,"votes(bull=0,bear=3); agg_score=-0.281; atr=21.517857; wall_detected",OPEN
2025-11-24T03:04:34.268246,AVAXUSDT,SHORT,13.402,13.51214286,13.18171429,-0.216,"votes(bull=0,bear=3); agg_score=-0.216; atr=0.073429",OPEN
2025-11-24T03:09:35.757241,ETHUSDT,SHORT,2836.31,2868.92428571,2771.08142857,-0.277,"votes(bull=0,bear=3); agg_score=-0.277; atr=21.742857; wall_detected",OPEN
2025-11-24T03:24:43.245530,AVAXUSDT,SHORT,13.45,13.57107143,13.20785714,-0.2118,"votes(bull=0,bear=3); agg_score=-0.212; atr=0.080714",OPEN
2025-11-24T03:29:45.353612,ETHUSDT,SHORT,2856.37,2891.09392857,2786.92214286,-0.2613,"votes(bull=0,bear=3); agg_score=-0.261; atr=23.149286; wall_detected",OPEN
2025-11-24T03:29:46.177225,AVAXUSDT,SHORT,13.461,13.58207143,13.21885714,-0.2104,"votes(bull=0,bear=3); agg_score=-0.210; atr=0.080714",OPEN
2025-11-24T03:34:48.991421,AVAXUSDT,SHORT,13.47,13.58303571,13.24392857,-0.1567,"votes(bull=0,bear=3); agg_score=-0.157; atr=0.075357",OPEN
2025-11-24T03:39:50.662586,ETHUSDT,SHORT,2853.98,2887.51785714,2786.90428571,-0.2409,"votes(bull=0,bear=3); agg_score=-0.241; atr=22.358571; wall_detected",OPEN
2025-11-24T03:39:51.551674,AVAXUSDT,SHORT,13.453,13.56710714,13.22478571,-0.2371,"votes(bull=0,bear=3); agg_score=-0.237; atr=0.076071",OPEN
2025-11-24T03:44:52.810713,HEMIUSDT,SHORT,0.01972,0.01999321,0.01917357,-0.2771,"votes(bull=0,bear=3); agg_score=-0.277; atr=0.000182",OPEN
2025-11-24T03:44:52.820777,ETHUSDT,SHORT,2855.39,2889.04785714,2788.07428571,-0.1562,"votes(bull=0,bear=3); agg_score=-0.156; atr=22.438571; wall_detected",OPEN
2025-11-24T03:44:53.723166,AVAXUSDT,SHORT,13.444,13.55939286,13.21321429,-0.1985,"votes(bull=0,bear=3); agg_score=-0.199; atr=0.076929",OPEN
2025-11-24T04:00:01.739365,ETHUSDT,SHORT,2855.63,2887.62714286,2791.63571429,-0.1743,"votes(bull=0,bear=3); agg_score=-0.174; atr=21.331429; wall_detected",OPEN
2025-11-24T04:00:05.601603,AVAXUSDT,SHORT,13.449,13.55839286,13.23021429,-0.2468,"votes(bull=0,bear=3); agg_score=-0.247; atr=0.072929",OPEN
2025-11-24T04:05:08.630059,AVAXUSDT,SHORT,13.453,13.55853571,13.24192857,-0.2065,"votes(bull=0,bear=3); agg_score=-0.206; atr=0.070357",OPEN
2025-11-24T04:15:14.423430,BTCUSDT,SHORT,87250.1,87892.48571429,85965.32857143,-0.3506,"votes(bull=0,bear=2); agg_score=-0.351; atr=428.257143; wall_detected",OPEN
2025-11-24T04:20:16.497094,ETHUSDT,SHORT,2826.86,2859.43571429,2761.70857143,-0.2859,"votes(bull=0,bear=3); agg_score=-0.286; atr=21.717143; wall_detected",OPEN
